lower_bound_ip_address,upper_bound_ip_address,country
1108443136.0,1108475903,United States
1108500480.0,1108508671,United States
1109524480.0,1109590015,United States
1109594112.0,1109598207,United States
1110136832.0,1110137855,United States
1110949888.0,1110958079,United States
1111523328.0,1111556095,United States
1112616960.0,1112617471,United States
1112631808.0,1112632319,United States
1112915968.0,1112924159,United States
1114079232.0,1114087423,United States
1115103232.0,1115107327,United States
1115762688.0,1115766783,United States
1116037120.0,1116045311,United States
1119608832.0,1119612927,United States
1120657408.0,1120661503,United States
1121058816.0,1121124351,United States
1121910784.0,1121943551,United States
1122369536.0,1122385919,United States
1122748416.0,1122748671,United States
1123098624.0,1123106815,United States
1124990976.0,1125023743,United States
1125122048.0,1125253119,United States
1125560320.0,1125564415,United States
1127710720.0,1127743487,United States
1129185280.0,1129316351,United States
1134452736.0,1134460927,United States
1134551040.0,1134559231,United States
1137311744.0,1137328127,United States
1137737728.0,1137741823,United States
1138130944.0,1138135039,United States
1138364416.0,1138368511,United States
1138491392.0,1138499583,United States
1138532352.0,1138536447,United States
1138671616.0,1138675711,United States
1138782208.0,1138786303,United States
1145184256.0,1145188351,United States
1152638976.0,1152643071,United States
1152843776.0,1152909311,United States
1157922816.0,1157931007,United States
1158610944.0,1158676479,United States
1158932480.0,1158932991,United States
1159208960.0,1159213055,United States
1160183808.0,1160191999,United States
1161203712.0,1161207807,United States
1161515520.0,1161515775,United States
1163337728.0,1163341823,United States
1168121856.0,1168125951,United States
1168158720.0,1168162815,United States
1168175104.0,1168179199,United States
1207934976.0,1207943167,United States
1208188928.0,1208221695,United States
1208623104.0,1208631295,United States
1209286656.0,1209294847,United States
1209423616.0,1209423871,United States
1209532416.0,1209597951,United States
1209720832.0,1209724927,United States
1210187776.0,1210191871,United States
1210867712.0,1210875903,United States
1211629568.0,1212153855,United States
1212157952.0,1212162047,United States
1212940288.0,1213202431,United States
1241513984.0,1241645055,United States
1247150080.0,1247215615,United States
1248858112.0,1248859135,United States
1248862208.0,1248863231,United States
1248962560.0,1248964607,United States
1249161216.0,1249162239,United States
1249196032.0,1249198079,United States
1249215488.0,1249216511,United States
1249319936.0,1249320959,United States
1249362944.0,1249363967,United States
1249411072.0,1249413119,United States
1249565696.0,1249566719,United States
1249597440.0,1249598463,United States
1249633280.0,1249634303,United States
1255936000.0,1255940095,United States
1256062976.0,1256071167,United States
1263009792.0,1263140863,United States
1264320512.0,1264582655,United States
1267728384.0,1268252671,United States
1287602176.0,1287618559,United States
1295450112.0,1295515647,Poland
1296568320.0,1296570367,Russian Federation
1297039360.0,1297055743,Turkey
1297573888.0,1297575935,France
1298102272.0,1298104319,Switzerland
1298874368.0,1298890751,United Kingdom
1306271744.0,1306279935,Russian Federation
1306402816.0,1306411007,Russian Federation
1307926528.0,1307930623,Kazakhstan
1308094464.0,1308096511,Russian Federation
1310244864.0,1310246911,Estonia
1310277632.0,1310294015,Russian Federation
1311367168.0,1311369215,United Kingdom
1315762176.0,1315766271,Bulgaria
1319096320.0,1319098367,Italy
1319098368.0,1319100415,Italy
1331845120.0,1331847167,Russian Federation
1331873792.0,1331875839,Russian Federation
1331927040.0,1331929087,Finland
1334794240.0,1334796287,Spain
1336594432.0,1336596479,Austria
1336623104.0,1336625151,Belgium
1346383872.0,1346387967,United Kingdom
1346465792.0,1346469887,Netherlands
1346813952.0,1346818047,Germany
1346949120.0,1346953215,Russian Federation
1347186688.0,1347190783,United Kingdom
1347379200.0,1347383295,Netherlands
1347387392.0,1347391487,United Kingdom
1347674112.0,1347678207,Russian Federation
1347870720.0,1347874815,Armenia
1348030464.0,1348034559,United Kingdom
1349771264.0,1349779455,Netherlands
1350303744.0,1350369279,France
1352925184.0,1353187327,Denmark
1357185024.0,1357250559,United Kingdom
1357545472.0,1357578239,United Kingdom
1358241792.0,1358245887,France
1358413824.0,1358417919,Netherlands
1358548992.0,1358551039,Netherlands
1358606336.0,1358610431,Russian Federation
1358610432.0,1358614527,Iran (ISLAMIC Republic Of)
1360027648.0,1360031743,Austria
1360031744.0,1360035839,Russian Federation
1360166912.0,1360171007,Russian Federation
1360351232.0,1360355327,Azerbaijan
1360437248.0,1360441343,Finland
1360457728.0,1360461823,Finland
1360547840.0,1360551935,Russian Federation
1360551936.0,1360556031,Netherlands
1360596992.0,1360601087,Czech Republic
1360637952.0,1360642047,Faroe Islands
1360703488.0,1360707583,Russian Federation
1360846848.0,1360850943,Germany
1360932864.0,1360936959,Russian Federation
1360990208.0,1360994303,United Kingdom
1361051648.0,1362100223,Spain
1364799488.0,1364803583,Slovakia (SLOVAK Republic)
1365225472.0,1365229567,Ukraine
1369440256.0,1369473023,Germany
1369520128.0,1369520639,Liechtenstein
1369534464.0,1369534975,Poland
1369833472.0,1369964543,Norway
1370488832.0,1370554367,Russian Federation
1371201536.0,1371205631,Poland
1371209728.0,1371275263,United Kingdom
1371406336.0,1371471871,Poland
1372160000.0,1372164095,United Kingdom
1383432192.0,1383440383,Czech Republic
1383469056.0,1383471103,Ukraine
1386414080.0,1386422271,United Kingdom
1387659264.0,1387724799,Sweden
1388650496.0,1388658687,Poland
1388748800.0,1388756991,Russian Federation
1388830720.0,1388838911,Finland
1397358592.0,1397489663,Denmark
1401464832.0,1401466879,Ireland
1401518080.0,1401520127,Denmark
1401522176.0,1401524223,Netherlands
1402159104.0,1402175487,Italy
1403830272.0,1403846655,Switzerland
1406887936.0,1406889983,Germany
1407156224.0,1407164415,Latvia
1407844352.0,1407909887,Russian Federation
1410498560.0,1410506751,Italy
1410744320.0,1410752511,France
1425432576.0,1425434623,Croatia (LOCAL Name: Hrvatska)
1426767872.0,1426784255,Germany
1427865600.0,1427898367,Denmark
1432076288.0,1432084479,Russian Federation
1436489728.0,1436491775,Kazakhstan
1436811264.0,1437073407,Norway
1437597696.0,1438121983,Germany
1438580736.0,1438646271,Netherlands
1441325056.0,1441333247,Poland
1441390592.0,1441398783,Denmark
1450147840.0,1450151935,Switzerland
1466236928.0,1466241023,Netherlands
1475272704.0,1475274751,Belgium
1475299328.0,1475301375,Poland
1475444736.0,1475461119,Armenia
1482055680.0,1482063871,Czech Republic
1483866112.0,1483997183,Finland
1485045760.0,1485111295,Hungary
1486309376.0,1486311423,Austria
1486356480.0,1486487551,Germany
1490403328.0,1490419711,Bulgaria
1502986240.0,1503002623,Germany
1504378880.0,1504444415,Poland
1505509376.0,1505511423,Austria
1505705984.0,1505714175,Germany
1506443264.0,1506476031,United Kingdom
1506760704.0,1506762751,Russian Federation
1507659776.0,1507663871,Russian Federation
1508474880.0,1508491263,Czech Republic
1509437440.0,1509441535,United Kingdom
1509916672.0,1509933055,United Kingdom
1519386624.0,1519452159,Sweden
1533454336.0,1533456383,Serbia
1533886464.0,1533894655,Russian Federation
1536068864.0,1536069119,Russian Federation
1536122880.0,1536126975,Austria
1536262144.0,1536278527,Poland
1536491520.0,1536507903,Sweden
1539260416.0,1539276799,Slovakia (SLOVAK Republic)
1539293184.0,1539297279,Azerbaijan
1539316736.0,1539317759,Sweden
1539335168.0,1539336191,Switzerland
1539411968.0,1539412991,Poland
1539447296.0,1539447807,Sweden
1539525632.0,1539526143,Sweden
1539532800.0,1539533311,Germany
1539549184.0,1539549695,United Kingdom
1539569664.0,1539570175,Ukraine
1539594240.0,1539595263,Ukraine
1539666944.0,1539667967,Czech Republic
1539701760.0,1539702783,Ukraine
1539739136.0,1539739391,Austria
1539771136.0,1539771391,France
1539784704.0,1539784959,Sweden
1539786240.0,1539786495,Austria
1539787520.0,1539787775,Germany
1539792640.0,1539792895,Poland
1539793152.0,1539793407,Poland
1539804672.0,1539804927,Slovenia
1539805440.0,1539805695,Austria
1539812608.0,1539812863,Italy
1539814400.0,1539814655,United Kingdom
1539826432.0,1539826687,Belgium
1539892224.0,1539893247,Russian Federation
1539896320.0,1539897343,Ukraine
1539936256.0,1539937279,Ukraine
1539977216.0,1539978239,Germany
1540016128.0,1540017151,European Union
1540033536.0,1540034559,Ukraine
1540044800.0,1540045823,United Kingdom
1540064256.0,1540065279,Poland
1540083712.0,1540084735,Russian Federation
1540085760.0,1540086783,Poland
1540090880.0,1540091903,Russian Federation
1540101120.0,1540102143,Russian Federation
1540134912.0,1540135935,Poland
1540214784.0,1540215807,Russian Federation
1540312064.0,1540312575,Russian Federation
1540316672.0,1540317183,Romania
1540319744.0,1540320255,Ukraine
1540333568.0,1540334079,Romania
1540347392.0,1540347903,Denmark
1540393472.0,1540393727,Ukraine
1540397568.0,1540397823,Ukraine
1540398592.0,1540398847,Germany
1540410112.0,1540410367,Kuwait
1540413952.0,1540414207,Israel
1540415232.0,1540415487,Romania
1540420096.0,1540420351,United Kingdom
1540423680.0,1540423935,Sweden
1540434432.0,1540434687,Germany
1540444416.0,1540444671,Germany
1540456192.0,1540456447,Russian Federation
1540460544.0,1540460799,United Kingdom
1540464384.0,1540464639,Germany
1540529152.0,1540530175,Ukraine
1540539392.0,1540540415,Russian Federation
1540579328.0,1540580351,Ireland
1540601856.0,1540602879,Russian Federation
1540630272.0,1540630527,Romania
1540641536.0,1540641791,Germany
1540679168.0,1540679423,Russian Federation
1540691712.0,1540691967,Russian Federation
1540700416.0,1540700671,Romania
1540702208.0,1540702463,Poland
1540716800.0,1540717055,Ukraine
1540740352.0,1540740607,Saudi Arabia
1540894720.0,1540894975,Russian Federation
1540902400.0,1540902655,Romania
1540904448.0,1540904703,Estonia
1540905984.0,1540906239,Austria
1540914944.0,1540915199,Italy
1540939008.0,1540939263,France
1540962816.0,1540963327,Ukraine
1540967936.0,1540968447,Ukraine
1540998400.0,1540998655,Ukraine
1541002496.0,1541002751,Austria
1541003520.0,1541003775,Poland
1541009920.0,1541010175,Poland
1541092352.0,1541093375,Ukraine
1541116928.0,1541117951,Russian Federation
1541132288.0,1541133311,Poland
1541180160.0,1541180415,Malta
1541185280.0,1541185535,Germany
1541186560.0,1541186815,Poland
1541204480.0,1541204735,United Kingdom
1541211648.0,1541212159,Ukraine
1541282816.0,1541283839,Russian Federation
1541322752.0,1541323775,Poland
1541354752.0,1541355007,Ukraine
1541370624.0,1541370879,Slovenia
1541379584.0,1541379839,France
1541389824.0,1541390079,Romania
1541397760.0,1541398015,Poland
1541399296.0,1541399551,Ukraine
1541411840.0,1541412351,Russian Federation
1541444608.0,1541445119,France
1541508096.0,1541509119,Ukraine
1541612544.0,1541613567,Poland
1541623040.0,1541623295,Poland
1541625856.0,1541626367,Poland
1541628928.0,1541629183,Portugal
1541640192.0,1541641215,Kazakhstan
1541718528.0,1541719039,Norway
1541778432.0,1541778687,France
1541804288.0,1541804543,Poland
1541852672.0,1541853183,Romania
1541854464.0,1541854719,Kuwait
1541862912.0,1541863167,United Kingdom
1541864192.0,1541864447,United Kingdom
1541867776.0,1541868031,Poland
1541906688.0,1541906943,Russian Federation
1541958144.0,1541958655,Serbia
1541960704.0,1541961727,Ukraine
1541972992.0,1541974015,Poland
1541979392.0,1541979647,Russian Federation
1542021120.0,1542022143,Ukraine
1542029312.0,1542029823,United Kingdom
1542043136.0,1542043391,Switzerland
1542044672.0,1542045183,Russian Federation
1542053888.0,1542054399,Netherlands
1542084608.0,1542085631,Ukraine
1542089728.0,1542090751,Russian Federation
1542099200.0,1542099455,Russian Federation
1542160128.0,1542160383,Russian Federation
1542162432.0,1542162943,Russian Federation
1542165760.0,1542166015,Poland
1542202880.0,1542203391,Estonia
1542259968.0,1542260223,Ukraine
1542310912.0,1542311935,Ukraine
1542322432.0,1542322687,Russian Federation
1542324736.0,1542325247,Russian Federation
1542343168.0,1542343679,Ukraine
1542352896.0,1542353151,Russian Federation
1542361600.0,1542362111,Ukraine
1542387712.0,1542387967,Russian Federation
1542417408.0,1542418431,Iran (ISLAMIC Republic Of)
1542435072.0,1542435327,Germany
1542447104.0,1542447615,Romania
1542455296.0,1542455551,Switzerland
1542478848.0,1542479103,Russian Federation
1542494208.0,1542494719,Poland
1542516992.0,1542517247,France
1542520832.0,1542521343,United Kingdom
1542535424.0,1542535679,France
1542672384.0,1542676479,Russian Federation
1542684672.0,1542692863,Russian Federation
1542747392.0,1542747647,United Kingdom
1542758400.0,1542760447,Russian Federation
1542970624.0,1542970879,Ukraine
1542973440.0,1542975487,Russian Federation
1546373120.0,1546375167,Hungary
1547436032.0,1547440127,Austria
1547448320.0,1547452415,Slovakia (SLOVAK Republic)
1547675648.0,1547677695,Netherlands
1547685888.0,1547689983,Austria
1559376896.0,1559377919,Russian Federation
1559388160.0,1559396351,Ukraine
1559396352.0,1559404543,United Kingdom
1559429120.0,1559437311,France
1565655040.0,1565786111,Austria
1566162944.0,1566167039,Poland
1566392320.0,1566394367,Spain
1566466048.0,1566468095,Spain
1568555008.0,1568571391,Ukraine
1570578432.0,1570580479,Switzerland
1571708928.0,1571710975,United Kingdom
1571864576.0,1571880959,Poland
1572241408.0,1572257791,Sweden
1572462592.0,1572466687,Lebanon
1572591616.0,1572593663,Netherlands
1572597760.0,1572599807,Serbia
1572775936.0,1572777983,United Kingdom
1572788224.0,1572790271,Turkey
1581924352.0,1581940735,Ukraine
1582202880.0,1582219263,Poland
1583349760.0,1583611903,Saudi Arabia
1583751168.0,1583755263,Norway
1583857664.0,1583861759,Sweden
1585233920.0,1585235967,Russian Federation
1585373184.0,1585375231,Sweden
1587171328.0,1587173375,Russian Federation
1592160256.0,1592164351,Russian Federation
1592285184.0,1592287231,Russian Federation
1592459264.0,1592524799,Turkey
1593296896.0,1593298943,Serbia
1593491456.0,1593499647,Germany
1596719104.0,1596850175,Ireland
1599561728.0,1599563775,United Kingdom
1602308096.0,1602310143,Russian Federation
1602322432.0,1602324479,Netherlands
1602371584.0,1602373631,Sweden
1602447360.0,1602449407,United Kingdom
1603190784.0,1603194879,Russian Federation
1604042752.0,1604059135,Sweden
1604960256.0,1604968447,Bulgaria
1605083136.0,1605091327,Belgium
1606156288.0,1606418431,Russian Federation
1607940096.0,1607941119,Russian Federation
1607989248.0,1607990271,Russian Federation
1607991296.0,1608122367,Ukraine
1614282752.0,1614413823,United States
1614675968.0,1614741503,United States
1632632832.0,1633681407,United States
1634443264.0,1634447359,United States
1650720768.0,1650982911,United States
1651245056.0,1651507199,United States
1653563392.0,1653567487,Canada
1680515072.0,1680519167,United States
1694695424.0,1694760959,Taiwan; Republic of China (ROC)
1700806656.0,1700823039,Viet Nam
1701724160.0,1701732351,China
1728198912.0,1728199167,Japan
1728215040.0,1728216063,New Zealand
1728239616.0,1728240639,Taiwan; Republic of China (ROC)
1728261888.0,1728262143,Indonesia
1728264192.0,1728265215,Indonesia
1728274432.0,1728275455,China
1728332800.0,1728333823,Japan
1728344064.0,1728344575,Hong Kong
1728394240.0,1728395263,China
1728446464.0,1728446975,Indonesia
1728493568.0,1728494591,India
1728533504.0,1728534527,Indonesia
1728561152.0,1728562175,Australia
1728642048.0,1728643071,New Zealand
1728653312.0,1728654335,New Zealand
1728680960.0,1728681983,Malaysia
1728721408.0,1728721663,Australia
1728735232.0,1728736255,Indonesia
1728756736.0,1728757759,India
1728771072.0,1728772095,Japan
1728785408.0,1728786431,Korea Republic of
1728829440.0,1728830463,Cambodia
1728901632.0,1728902143,Indonesia
1728971520.0,1728971775,New Zealand
1729007616.0,1729008639,Hong Kong
1729020672.0,1729020927,Indonesia
1729036288.0,1729037311,Japan
1729069056.0,1729070079,Australia
1729090560.0,1729091583,Japan
1729178624.0,1729179647,New Caledonia
1729179648.0,1729180671,India
1729192960.0,1729193983,India
1729257472.0,1729258495,Indonesia
1729290240.0,1729291263,China
1729321984.0,1729323007,Australia
1729352704.0,1729353727,India
1729364992.0,1729366015,Japan
1729379072.0,1729379327,Singapore
1729471488.0,1729472511,Sri Lanka
1729478656.0,1729478911,Bangladesh
1729523712.0,1729524735,China
1729615872.0,1729616895,Australia
1729698816.0,1729699839,China
1729727488.0,1729728511,Kiribati
1729757184.0,1729758207,China
1729770496.0,1729771519,India
1729773568.0,1729774591,China
1729783296.0,1729783551,Indonesia
1729790976.0,1729791999,Hong Kong
1729847296.0,1729848319,China
1729853440.0,1729853695,India
1729867520.0,1729867775,Australia
1729870848.0,1729871871,Australia
1729907712.0,1729908735,Hong Kong
1729912320.0,1729912831,Indonesia
1729946624.0,1729947647,Japan
1729991680.0,1729992703,Indonesia
1730045952.0,1730046975,Hong Kong
1730083840.0,1730084863,Japan
1730099200.0,1730100223,China
1730111488.0,1730112511,Pakistan
1730136064.0,1730137087,China
1743885824.0,1743886335,Malaysia
1743961088.0,1743962111,India
1743975424.0,1743976447,New Zealand
1744015360.0,1744016383,India
1744030720.0,1744031743,New Zealand
1744113664.0,1744114687,Japan
1744126976.0,1744127999,India
1744152576.0,1744153599,Japan
1744157952.0,1744158207,India
1744238848.0,1744239103,New Zealand
1744250880.0,1744251903,Indonesia
1744266240.0,1744267263,Indonesia
1744283648.0,1744284671,China
1744328704.0,1744329727,Japan
1744331008.0,1744331263,Australia
1744407552.0,1744408575,Australia
1744444416.0,1744444927,India
1744452608.0,1744453119,Australia
1744468992.0,1744470015,China
1744473088.0,1744474111,Singapore
1744504832.0,1744505855,Malaysia
1744519168.0,1744520191,Australia
1744571392.0,1744571903,Indonesia
1744578560.0,1744579583,India
1744652288.0,1744653311,Thailand
1744705792.0,1744706047,Indonesia
1747215360.0,1747216383,Canada
1747259392.0,1747260415,United States
1747314688.0,1747316735,United States
1749024768.0,1753219071,United States
1754337280.0,1754341375,United States
1754810368.0,1754811391,United States
1754886144.0,1754888191,United States
1754900480.0,1754901503,United States
1754919936.0,1754920959,United States
1757420544.0,1757421567,United States
1757475840.0,1757476863,United States
1759182848.0,1759184895,United States
1759199232.0,1759200255,United States
1760047104.0,1760051199,Canada
1760059392.0,1760063487,United States
1760411648.0,1760419839,United States
1760877568.0,1760878591,United States
1760932864.0,1760933887,United States
1761312768.0,1761316863,United States
1761325056.0,1761329151,United States
1761345536.0,1761476607,United States
1805041664.0,1805049855,United States
1806843904.0,1806860287,United States
1807134720.0,1807138815,Canada
1807548416.0,1807556607,United States
1807663104.0,1807667199,United States
1807695872.0,1807699967,Virgin Islands (U.S.)
1823387648.0,1823391743,United States
1824260096.0,1824522239,United States
1831337984.0,1831862271,Germany
1832124416.0,1832386559,Italy
1833211904.0,1833213951,Italy
1833213952.0,1833215999,Belgium
1833232384.0,1833234431,Tajikistan
1833328640.0,1833330687,Austria
1833521152.0,1833525247,Italy
1833672704.0,1833676799,United Kingdom
1834352640.0,1834483711,Ukraine
1834999808.0,1835001855,Russian Federation
1835003904.0,1835005951,Switzerland
1836711936.0,1836728319,Ukraine
1836941312.0,1836957695,Iran (ISLAMIC Republic Of)
1839431680.0,1839448063,Bosnia and Herzegowina
1839448064.0,1839450111,Kazakhstan
1839462400.0,1839464447,Finland
1840087040.0,1840119807,Poland
1841629184.0,1841631231,Russian Federation
1841815552.0,1841823743,Bulgaria
1842061312.0,1842069503,Iran (ISLAMIC Republic Of)
1843871744.0,1843888127,United Kingdom
1843904512.0,1843920895,United Kingdom
1844031488.0,1844033535,European Union
1844080640.0,1844082687,Georgia
1844289536.0,1844293631,Italy
1845850112.0,1845851135,Samoa
1850449920.0,1850458111,China
1851523072.0,1851527167,Japan
1851543552.0,1851547647,Japan
1856770048.0,1856772095,India
1860726784.0,1860727807,Australia
1866661888.0,1866665983,Australia
1868201984.0,1868210175,Malaysia
1868271616.0,1868275711,Korea Republic of
1868283904.0,1868292095,China
1870522368.0,1870523391,India
1870523648.0,1870523903,India
1884815360.0,1885339647,China
1888231424.0,1888239615,Japan
1893027840.0,1893031935,Viet Nam
1897222144.0,1897226239,Taiwan; Republic of China (ROC)
1908441088.0,1908473855,Japan
1909764096.0,1909766143,Philippines
1921064960.0,1921069055,Singapore
1921449984.0,1921515519,China
1921851392.0,1921853439,Japan
1925636096.0,1925638143,Japan
1926758400.0,1927282687,China
1931362304.0,1931378687,Taiwan; Republic of China (ROC)
1932525568.0,1933574143,China
1940242432.0,1940258815,Taiwan; Republic of China (ROC)
1940295680.0,1940299775,Japan
1941663744.0,1941667839,New Zealand
1946165248.0,1946173439,Pakistan
1964273664.0,1964275711,Cambodia
1970808832.0,1970810879,Australia
1984036864.0,1984102399,China
2000379904.0,2000388095,Thailand
2000621568.0,2000625663,Japan
2000650240.0,2000654335,Pakistan
2001911808.0,2001915903,Japan
2006228992.0,2006233087,China
2018007040.0,2018009087,India
2033369088.0,2033377279,Australia
2036465664.0,2036531199,New Zealand
2036678656.0,2036695039,Japan
2050752512.0,2051014655,New Zealand
2053519360.0,2053521407,Japan
2053531648.0,2053532671,Australia
2055258112.0,2055274495,Korea Republic of
2055327744.0,2055329791,Korea Republic of
2056912896.0,2057043967,Thailand
2063552512.0,2063556607,Taiwan; Republic of China (ROC)
2063589376.0,2063593471,Japan
2070056960.0,2070061055,Japan
2070102016.0,2070118399,Korea Republic of
2070159360.0,2070167551,Australia
2070692864.0,2070693887,Australia
2074083328.0,2074345471,China
2078539776.0,2078670847,Korea Republic of
2078793728.0,2078797823,Indonesia
2081947648.0,2082013183,Japan
2084831232.0,2085093375,China
2087456768.0,2087457791,Malaysia
2087714816.0,2087845887,China
2090244096.0,2090246143,Japan
2093481984.0,2094006271,China
2094268416.0,2094530559,Japan
2096611328.0,2096627711,India
2100953088.0,2100969471,Viet Nam
2101297152.0,2101313535,India
2111258624.0,2111266815,Japan
2112749568.0,2112880639,New Zealand
2149384192.0,2149449727,United States
2149974016.0,2150039551,United States
2153185280.0,2153250815,United Kingdom
2159542272.0,2159607807,Australia
2160066560.0,2160132095,United States
2160328704.0,2160394239,United States
2162163712.0,2162229247,United States
2170552320.0,2170617855,Australia
2175074304.0,2175139839,United States
2180055040.0,2180120575,Norway
2186346496.0,2186412031,United States
2187853824.0,2187919359,Belgium
2193186816.0,2193188863,Poland
2196963328.0,2197028863,Sweden
2197828608.0,2197829631,Argentina
2197840896.0,2197841919,Brazil
2198994944.0,2199060479,United States
2202544128.0,2202545151,Brazil
2202555392.0,2202556415,Brazil
2202560512.0,2202561535,Brazil
2203254784.0,2203320319,United States
2204948480.0,2204949503,Brazil
2207645696.0,2207646719,Canada
2207661824.0,2207662079,Canada
2209611776.0,2209677311,Netherlands
2214396416.0,2214396671,United States
2214398464.0,2214398975,United States
2214582272.0,2214583295,Brazil
2218786816.0,2218852351,Israel
2220818432.0,2220883967,United States
2221801472.0,2221932543,United States
2224816128.0,2224881663,Canada
2225799168.0,2225864703,Finland
2230190080.0,2230255615,United States
